EventID,TrackID,px (MeV/c),py (MeV/c),pz (MeV/c)
0,60302,0.000197617,0.00319118,0.00267713,0.0041701
0,60304,0.0146358,0.0250343,-0.0326288,0.0436527
0,60305,-0.0153738,0.0657222,0.00148159,0.0675126
0,60306,-0.0292317,-0.00947599,0.00171088,0.0307769
0,60307,0.0324554,0.0403346,0.0256825,0.0577912
0,60309,0.00291875,0.00142694,0.00138692,0.00353253
0,60311,-0.0107171,0.00236963,0.00686843,0.0129479
0,60313,0.000556208,0.00602056,0.00593457,0.00847205
0,60315,0.00537465,0.000602984,0.0428341,0.0431742
0,60318,-0.00287975,-0.0122793,0.0170123,0.0211777
0,60321,0.000929442,-0.0143592,-0.0130554,0.0194292
0,60320,0.00235739,0.00271302,0.0035177,0.00502911
0,60323,0.00308899,0.00341199,-0.000938898,0.00469735
0,60324,0.00245735,-0.00106178,-0.000684726,0.00276311
0,60326,-0.00217275,0.000749133,-0.00205121,0.0030805
0,60328,-0.00100361,0.0105902,0.0135046,0.0171911
0,60330,-0.0028839,0.00639974,0.000742831,0.00705871
0,60331,0.00562758,0.000391493,0.000718037,0.0056867
0,60333,-0.00196794,0.00575159,-0.00142861,0.00624456
0,60334,0.00550443,-0.00521486,0.00298575,0.00814912
0,60336,-0.000495604,-0.000428873,0.00278356,0.00285968
0,60338,-0.000748154,-0.00130857,0.00559148,0.00579109
0,60340,-0.0129538,0.0136561,0.0105089,0.0215576
0,60342,0.00990087,-0.00546809,-0.00320761,0.0117565
0,60344,-0.00314832,0.0387082,-0.00483129,0.0391353
0,60345,0.00409339,0.000494757,-0.00108937,0.00426466
0,60347,0.0082068,-0.00886403,0.0198009,0.0231948
0,60349,-0.0103628,-0.0110691,0.0354558,0.038562
0,60351,0.00010802,0.000394386,0.00651842,0.00653123
0,60353,0.000908935,0.00705449,-0.00107209,0.00719315
0,60354,-0.00402282,0.00343461,0.00514367,0.00737814
0,60356,0.000503204,-0.00510367,0.00240686,0.00566512
0,60358,0.00255334,0.00406374,0.00922302,0.010397
0,60360,0.0196544,0.0156287,-0.0284137,0.0379195
0,60361,0.0178353,-0.00978777,-0.00436324,0.0208072
0,60363,-0.00501877,0.0087383,0.00232771,0.0103424
0,60364,0.00110135,-0.000238878,0.00263342,0.00286443
0,60366,0.00800098,-0.000467126,0.000545042,0.00803311
0,60368,-0.0106112,0.00849907,0.0154919,0.0206114
0,60370,-8.29352e-05,0.00520617,-0.00392125,0.00651823
0,60372,0.0331393,0.0067029,0.0168405,0.0377722
0,60373,-0.00126185,-0.00438179,-0.0128118,0.013599
0,60374,-0.000504239,-0.0029686,0.00340855,0.00454808
0,60376,-0.0037772,-0.0037161,0.0144534,0.0153941
0,60378,-0.00230809,-0.00175756,0.00128599,0.00317334
0,60380,-0.0103105,-0.011369,0.0247442,0.0291176
0,60381,-0.00229464,0.00203217,0.00633859,0.0070408
0,60383,-0.00117911,0.00215237,-0.0057835,0.00628266
0,60384,-0.00412787,-0.000321962,0.00632025,0.0075557
0,60386,-0.00317091,-0.00139363,0.00683864,0.00766576
0,60388,0.0158913,-0.00356917,0.00492727,0.0170162
0,60390,-0.00137477,0.00172963,0.00391144,0.00449232
0,60392,0.000233455,-0.020464,0.0166632,0.0263911
0,60394,-0.0083282,-0.0117574,0.00726278,0.0161352
0,60395,0.00709483,0.00286023,0.00237636,0.00801028
0,60397,-0.0102875,-0.00894898,-0.00269656,0.0138992
0,60399,-0.010814,0.00556665,0.00858167,0.0148854
0,60401,-0.00584522,0.00781475,-0.0117742,0.0152928
0,60402,-0.000317714,0.00313875,0.00206779,0.00377206
0,60403,-0.000219576,-0.0021231,0.00304422,0.00371794
0,60405,0.0087084,-0.000761448,-0.00295396,0.00922724
0,60407,0.000121874,-0.00406517,-0.00105411,0.00420138
0,60409,0.000265991,-0.000849453,0.0110823,0.011118
0,60411,0.0147675,-0.00293461,-0.00793646,0.0170199
0,60412,-0.00850094,0.0234966,0.0197048,0.0318219
0,60413,0.00252625,-0.00172596,0.00343596,0.00460073
0,60415,0.00681176,-0.00353276,0.00699484,0.0103831
0,60417,-0.00567632,-0.00350134,-0.00539545,0.00857851
0,60419,0.00781312,0.00583519,-0.00672416,0.0118452
0,60420,-0.00633744,0.00253251,0.00246222,0.00725529
0,60422,-0.00422785,0.0147602,0.012822,0.0200035
0,60425,0.00500355,0.00284951,-0.00138559,0.00592243
0,60427,0.00466941,0.00253913,-0.0231805,0.0237821
0,60428,0.00128606,-0.00668009,0.00480562,0.00832896
0,60430,-0.0313537,-0.018856,0.00292839,0.036704
0,60431,0.0107458,0.00218994,0.00241586,0.0112296
0,60433,0.00779512,-0.00389966,0.0158425,0.0180819
0,60434,-0.00208368,-0.0110683,0.00153272,0.0113665
0,60436,-0.0147553,-0.00334976,0.0044103,0.0157604
0,60438,-0.00502189,-0.0125847,0.00339618,0.0139688
0,60439,-0.0274026,-0.026615,0.0369214,0.0531267
0,60440,-0.00110477,-0.00041267,-0.00301532,0.00323774
0,60441,-0.0031412,0.00553696,-0.00736788,0.00973708
0,60442,-0.00641648,0.0012959,0.00244593,0.00698807
