EventID,TrackID,px (MeV/c),py (MeV/c),pz (MeV/c)
0,60630,0.0143366,0.0134359,0.0333598,0.0387162
0,60631,0.0113037,0.00626576,0.0160913,0.0206389
0,60633,-0.00457542,0.00976687,0.00920494,0.0141795
0,60635,-0.00276132,-0.00130679,0.00164533,0.00346983
0,60637,-0.00118887,-0.00224331,0.00176267,0.00309077
0,60639,0.0194133,-0.0134195,0.00113508,0.0236272
0,60641,-0.0138867,0.0883183,0.0188847,0.0913761
0,60642,0.000932945,0.00639622,0.00686152,0.00942669
0,60644,-0.00420198,-0.00207967,-0.00160249,0.00495476
0,60646,0.00057289,0.00180599,0.00248767,0.00312702
0,60648,-0.0268822,-0.049503,0.0471945,0.0734883
0,60650,-0.0135654,0.00627235,-0.0173122,0.0228709
0,60651,0.000867076,-0.00269637,-2.57891e-05,0.00283247
0,60653,-0.0255573,-0.00768237,0.0234902,0.0355525
0,60654,0.0224827,-0.0115644,-0.00796702,0.0265082
0,60655,-0.000629193,0.00289252,0.000337469,0.00297934
0,60657,0.00664225,-0.00722276,0.0118343,0.0153733
0,60659,0.00350246,0.00337007,0.00393237,0.00625205
0,60661,0.031292,0.00897998,0.0130774,0.0350834
0,60663,-0.00200182,-0.0127164,0.00960844,0.0160635
0,60664,0.00183368,-0.00149425,-0.00262804,0.00353579
0,60666,0.00488665,-0.00930313,0.00420438,0.0113183
0,60668,-0.000243118,0.00159506,-0.0035324,0.00388345
0,60670,0.00219975,-0.005168,0.00390205,0.00683909
0,60672,-0.00215549,0.00289565,0.0029007,0.00463087
0,60674,0.0137942,0.0102821,0.0153595,0.0230633
0,60676,0.0485275,-0.0674063,0.0452712,0.0945939
0,60677,-0.00356218,0.00149619,0.0169413,0.0173763
0,60680,0.00413512,-0.00482277,0.00547249,0.00838489
0,60679,-0.00635537,2.11568e-06,0.00148234,0.00652595
0,60683,-0.015812,-0.00794267,0.0265269,0.0318871
0,60685,-0.00298841,0.00206929,0.00445559,0.0057502
0,60687,-0.0059419,-0.0211378,0.0160789,0.0272148
0,60688,0.00210803,-0.0105743,0.00156169,0.0108949
0,60689,-0.0206538,0.0271714,0.0155926,0.0375232
0,60690,0.00852251,-0.0035152,0.00253565,0.00956135
0,60692,0.00195776,0.00308642,0.00301813,0.00474003
0,60694,6.74019e-05,-0.00533902,0.00433843,0.0068798
0,60696,0.0125966,-0.00598869,0.0129943,0.0190628
0,60698,0.00394541,-0.00468378,0.014083,0.0153569
0,60700,-0.0053544,-0.00157236,-0.00199768,0.00592728
0,60702,0.0106432,0.00649541,0.00457609,0.0132819
0,60705,0.0100219,0.00547459,0.00715454,0.0134758
0,60707,-0.023172,-0.0308424,0.0620164,0.0730358
0,60708,-0.00375836,0.00030015,0.000303415,0.00378251
0,60710,0.0214076,-0.0138759,0.0290769,0.0386819
0,60711,-0.00533212,0.000154349,0.00431625,0.00686188
0,60713,0.000936029,-0.00163808,0.006401,0.00667325
0,60715,-0.00242084,-0.0024751,0.00236557,0.00419315
0,60717,0.00567194,-0.00116449,0.00218503,0.0061888
0,60719,0.00298196,0.00322757,0.0028615,0.0052438
0,60721,0.023807,-0.018416,-0.0120617,0.0324254
0,60723,0.0139176,-0.0071419,0.0126152,0.020096
0,60725,0.00120961,-0.00996408,-0.00354931,0.0106463
0,60727,0.0423119,0.0430708,0.0295029,0.0671998
0,60728,-0.0100289,0.0136556,0.00742182,0.0184969
0,60729,0.00381338,-0.000244328,0.00390496,0.00546354
0,60731,-0.0297473,0.0109875,0.0690535,0.0759869
0,60733,-0.00103125,0.000970361,0.00339329,0.00367689
0,60735,0.00198497,0.000111559,0.00258711,0.00326278
0,60737,-0.0596095,-0.0553364,-0.0153509,0.0827711
0,60738,0.000606009,-0.00330473,-0.00117914,0.00356074
0,60740,-0.000524435,-0.00889507,0.00147575,0.00903189
0,60742,0.0521281,0.00605778,0.0247215,0.0580103
0,60743,0.00193499,-0.000430628,0.0021415,0.00291816
0,60745,-0.0018886,-4.78332e-05,0.00200135,0.00275218
0,60747,-0.00409408,-0.00293239,0.0233527,0.0238896
0,60749,-0.00511127,-0.00607184,-0.0102927,0.0129974
0,60752,0.00907002,-0.00166594,0.0370186,0.0381499
0,60753,0.00201014,-0.00964294,-0.00231779,0.0101192
0,60754,-0.00622408,-0.0020167,0.00322939,0.00729625
0,60756,0.00751962,0.00401954,-0.0251771,0.0265818
0,60757,-0.00181659,0.000454719,0.00271621,0.00329918
0,60759,0.00194091,-0.000743602,0.00456113,0.00501238
0,60761,-0.0139463,0.00255985,-0.00025883,0.0141817
0,60763,0.0135748,-0.00305988,-0.0320275,0.0349199
0,60764,-0.00161862,-0.000504513,0.00706178,0.00726245
0,60766,0.00424036,-0.00414309,0.00777658,0.0097786
0,60768,-0.013775,0.00206695,0.00409341,0.0145182
0,60770,0.0019087,0.00159887,0.00209472,0.00325382
0,60772,0.00139723,0.000563387,-0.00333202,0.00365678
0,60774,-0.0608216,0.0187258,-0.0650495,0.091002
0,60775,-0.00550195,-0.00125929,-0.0327326,0.0332156
0,60776,0.00526266,-0.00309182,-0.00582682,0.00843841
0,60778,-0.00257719,0.000705064,0.00141776,0.00302474
0,60780,-0.0012549,-0.00698376,-0.00388152,0.00808788
0,60782,-0.00578355,-0.00417609,0.00844336,0.0110535
0,60784,0.00631576,0.00507912,0.0088264,0.011983
0,60786,-0.000124651,-0.00306584,0.00339671,0.0045774
0,60788,-0.0545316,0.00170629,0.0442936,0.0702746
0,60789,-0.00164603,-0.00114281,-0.00402136,0.00449297
0,60791,0.00305742,-0.000553705,0.000827642,0.00321549
0,60793,-0.00866312,-0.0244447,-0.00515833,0.0264424
0,60794,-0.00457305,0.00272346,0.00151188,0.00553316
