EventID,TrackID,px (MeV/c),py (MeV/c),pz (MeV/c)
0,60139,0.0182926,0.00593002,-0.00539516,0.0199723
0,60140,-0.000355308,-8.921e-05,0.00806174,0.00807006
0,60142,-0.0078409,0.00533945,0.00872739,0.0128902
0,60144,-0.00501265,-0.00358623,0.00365546,0.00716589
0,60146,-0.00539649,-0.00581475,0.00178946,0.00813237
0,60148,0.000525598,-0.0042625,-0.00381049,0.00574152
0,60150,-0.00699865,0.000267085,-0.00672923,0.00971262
0,60151,-0.00255918,-0.000624332,0.00754411,0.00799079
0,60153,0.00045668,0.0033615,0.0022805,0.00408766
0,60154,-0.00394844,0.00110229,0.00146109,0.00435201
0,60156,0.000817596,0.00351632,0.00195905,0.00410742
0,60157,0.000479579,0.00200363,0.00327537,0.00386944
0,60159,0.00249519,-0.00144899,0.000545875,0.00293659
0,60161,-0.00531157,-0.00719549,-0.000413023,0.00895312
0,60163,-0.00255761,-0.0027867,-0.00258776,0.00458296
0,60165,-0.00400885,0.0152137,0.00662517,0.017071
0,60166,-0.0033528,0.000918644,0.0027112,0.0044086
0,60168,-0.00450621,0.000950993,0.0143207,0.015043
0,60170,-0.000664606,-0.0052211,0.00289457,0.00600667
0,60172,-0.0099278,0.00399797,0.0147495,0.0182234
0,60174,-0.00354585,0.00111712,0.0315471,0.0317654
0,60175,-0.0112695,0.0377882,0.0146795,0.0420766
0,60176,0.0024141,-0.00674485,0.00429544,0.00835294
0,60178,-0.00296888,-0.00140475,0.00042584,0.00331193
0,60180,-0.00252442,-0.00126862,-0.00127391,0.00309918
0,60182,-0.00233536,-0.00048841,-0.00369347,0.00439706
0,60183,-0.00309318,-0.00232154,0.00120609,0.00405117
0,60185,0.0461334,0.0249584,0.014485,0.0544153
0,60186,0.0221867,0.0106702,-0.0159913,0.0293568
0,60187,-0.000836303,0.0021249,-0.00155765,0.00276421
0,60188,0.000741908,0.00160596,0.0119411,0.0120714
0,60190,0.00386087,-0.00176713,-0.00204033,0.00471084
0,60192,0.00111487,0.00599312,-0.00233485,0.00652778
0,60193,-0.000955671,0.00808133,-0.000390437,0.008147
0,60194,0.00075698,-0.0026065,0.0021764,0.00347902
0,60196,-0.0318404,-0.00361973,-0.00507765,0.0324453
0,60198,-0.0103722,-0.00885611,0.0224184,0.0262411
0,60200,-0.00311103,0.00181727,-0.00680142,0.00769677
0,60201,0.00022616,-0.00267864,0.00151144,0.00308394
0,60203,-0.00486288,-0.00140744,-0.00038318,0.00507694
0,60205,0.0168055,0.0250259,-0.0268278,0.0403541
0,60206,0.000932026,-0.023742,0.0107583,0.0260825
0,60207,0.0081639,-0.016938,0.00858553,0.0206702
0,60209,-0.00447965,-0.0044184,0.00580695,0.00856214
0,60211,-0.00614772,0.00581656,0.00527355,0.00997182
0,60213,-0.00446057,0.00731554,0.00722363,0.0112069
0,60215,0.00325787,-0.00341097,0.000100305,0.00471789
0,60217,0.00299206,0.00292955,-0.000567029,0.00422566
0,60218,-0.00157624,-0.0026733,0.00146388,0.00343133
0,60220,-3.44667e-05,0.00062893,-0.00296261,0.00302882
0,60221,0.00532234,-0.00830421,0.00690214,0.0120385
0,60223,-0.00212848,0.00095962,0.0060907,0.00652287
0,60225,-0.00718258,-0.0118816,0.0160602,0.0212295
0,60227,0.006909,-0.00372567,0.00218858,0.00814891
0,60229,-0.00292954,0.000913668,0.000193393,0.0030748
0,60231,0.00262454,0.00370455,-0.00160165,0.00481427
0,60233,-0.00415791,-0.00367843,0.000898469,0.00562372
0,60235,-0.00139059,-0.00385275,0.00933177,0.0101911
